w_dataset,w_bm25,Hit@1,Hit@5,Hit@10,Hit@20,Hit@50,Hit@100,Hit@200,Hit@500,Hit@800,Hit@1000
0.78,0.21999999999999997,0.35609093993892094,0.5687139463861555,0.6562606040040719,0.7341024770953513,0.8200882253138785,0.8720054292500848,0.9136749236511706,0.9482863929419749,0.9595520868680013,0.9633525619273838
0.79,0.20999999999999996,0.35507295554801493,0.5678316932473703,0.6555140821174076,0.7337631489650492,0.8201560909399389,0.8719375636240244,0.913403461146929,0.9482185273159145,0.9595520868680013,0.9633525619273838
0.8,0.19999999999999996,0.35493722429589414,0.5685782151340346,0.6555819477434679,0.73389888021717,0.8201560909399389,0.8718018323719037,0.913403461146929,0.9479470648116729,0.9595520868680013,0.9633525619273838
0.81,0.18999999999999995,0.3547336274177129,0.5682388870037326,0.6554462164913472,0.7328130302002036,0.8193417034272141,0.8719375636240244,0.9129962673905667,0.9478791991856125,0.9596199524940617,0.9633525619273838
0.82,0.18000000000000005,0.35466576179165255,0.5680352901255514,0.6557176789955887,0.7323379708177808,0.8194095690532746,0.8712589073634204,0.9125212080081438,0.9479470648116729,0.9597556837461826,0.9633525619273838
0.83,0.17000000000000004,0.3545978961655921,0.5678995588734306,0.6559212758737699,0.7324058364438412,0.8187309127926705,0.8707838479809976,0.9119104173736002,0.9479470648116729,0.9597556837461826,0.9633525619273838
0.84,0.16000000000000003,0.3550050899219545,0.5675602307431286,0.6550390227349847,0.7322701051917204,0.8183915846623685,0.8703087885985749,0.9119104173736002,0.94747200542925,0.9596878181201222,0.9633525619273838
0.85,0.15000000000000002,0.35419070240922973,0.567288768238887,0.654563963352562,0.7317950458092976,0.8181879877841873,0.8700373260943333,0.911028164234815,0.9474041398031897,0.9596199524940617,0.9633525619273838
0.86,0.14,0.35351204614862575,0.5669494401085851,0.6542925008483204,0.7311163895486936,0.8183915846623685,0.8693586698337292,0.9108245673566339,0.9472684085510689,0.9594163556158806,0.9633525619273838
0.87,0.13,0.3533084492704445,0.5662029182219206,0.6532745164574143,0.730844927044452,0.8177129284017645,0.8690872073294876,0.9108245673566339,0.9473362741771293,0.9592806243637597,0.9633525619273838
0.88,0.12,0.3522225992534781,0.5664743807261622,0.6531387852052936,0.730844927044452,0.8173057346454021,0.868815744825246,0.9108924329826943,0.9473362741771293,0.9592806243637597,0.9633525619273838
0.89,0.10999999999999999,0.3507974211062097,0.5647098744485918,0.6529351883271123,0.730166270783848,0.8170342721411605,0.8686121479470648,0.9107567017305734,0.9474041398031897,0.9592806243637597,0.9633525619273838
0.9,0.09999999999999998,0.3493722429589413,0.564234815066169,0.6522565320665084,0.729826942653546,0.8168985408890397,0.8682728198167629,0.9101459110960298,0.9471326772989481,0.9592806243637597,0.9633525619273838
0.91,0.08999999999999997,0.3474041398031897,0.5634204275534441,0.6526637258228707,0.7292161520190024,0.8165592127587377,0.8680013573125213,0.9102816423481507,0.9472684085510689,0.9593484899898201,0.9633525619273838
0.92,0.07999999999999996,0.3459789616559213,0.5626739056667798,0.6523922633186291,0.7290804207668816,0.8164913471326773,0.86779776043434,0.9102137767220903,0.9469290804207668,0.9592806243637597,0.9633525619273838
0.93,0.06999999999999995,0.3433322022395657,0.5609093993892094,0.6515100101798439,0.7286732270105192,0.8160841533763149,0.8673227010519172,0.9097387173396675,0.9465218866644045,0.9593484899898201,0.9633525619273838
0.94,0.06000000000000005,0.34075330844927043,0.5607736681370885,0.6517136070580251,0.7281981676280964,0.8158805564981337,0.867119104173736,0.9095351204614862,0.9465897522904648,0.9592806243637597,0.9633525619273838
0.95,0.050000000000000044,0.33640990838140483,0.5590770274855785,0.6506277570410587,0.7278588394977944,0.8154733627417713,0.8666440447913132,0.9094672548354259,0.9461825585341025,0.9593484899898201,0.9633525619273838
0.96,0.040000000000000036,0.3320665083135392,0.5575839837122497,0.6499491007804546,0.727790973871734,0.8149983033593485,0.8665761791652528,0.908992195453003,0.9462504241601629,0.9590091618595181,0.9633525619273838
0.97,0.030000000000000027,0.32826603325415676,0.555412283678317,0.6489989820156091,0.7269087207329488,0.8147947064811673,0.8665761791652528,0.9085850016966407,0.9458432304038005,0.9589412962334578,0.9633525619273838
0.98,0.020000000000000018,0.32215812690872075,0.5544621649134713,0.6485239226331863,0.7267051238547676,0.8149304377332881,0.8665083135391924,0.9084492704445198,0.945436036647438,0.9589412962334578,0.9633525619273838
0.99,0.010000000000000009,0.3179504580929759,0.5543942992874109,0.6479809976247031,0.7266372582287072,0.8150661689854088,0.8656939260264676,0.9082456735663387,0.9453681710213777,0.9587376993552765,0.9633525619273838
1.0,0.0,0.3179504580929759,0.5543942992874109,0.6479809976247031,0.7266372582287072,0.8149983033593485,0.865761791652528,0.9079742110620971,0.9451645741431964,0.9584662368510349,0.9633525619273838
